Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
114.0,0.0234,1.19,1070.0,15,3D,Steel,Double,PLA
114.0,0.0235,1.19,1070.0,15,3D,Steel,Double,PLA
115.0,0.0236,1.2,1070.0,15,3D,Steel,Double,PLA
115.0,0.0237,1.2,1080.0,15,3D,Steel,Double,PLA
116.0,0.0238,1.21,1080.0,15,3D,Steel,Double,PLA
116.0,0.0239,1.21,1090.0,15,3D,Steel,Double,PLA
116.0,0.024,1.22,1090.0,15,3D,Steel,Double,PLA
117.0,0.0241,1.23,1090.0,15,3D,Steel,Double,PLA
117.0,0.0242,1.23,1100.0,15,3D,Steel,Double,PLA
118.0,0.0243,1.24,1100.0,15,3D,Steel,Double,PLA
118.0,0.0244,1.24,1100.0,15,3D,Steel,Double,PLA
118.0,0.0246,1.25,1110.0,15,3D,Steel,Double,PLA
119.0,0.0247,1.25,1110.0,15,3D,Steel,Double,PLA
119.0,0.0248,1.26,1120.0,15,3D,Steel,Double,PLA
119.0,0.0249,1.26,1120.0,15,3D,Steel,Double,PLA
120.0,0.025,1.27,1120.0,15,3D,Steel,Double,PLA
120.0,0.0251,1.27,1130.0,15,3D,Steel,Double,PLA
121.0,0.0252,1.28,1130.0,15,3D,Steel,Double,PLA
121.0,0.0253,1.28,1130.0,15,3D,Steel,Double,PLA
121.0,0.0254,1.29,1140.0,15,3D,Steel,Double,PLA
122.0,0.0255,1.3,1140.0,15,3D,Steel,Double,PLA
122.0,0.0256,1.3,1140.0,15,3D,Steel,Double,PLA
123.0,0.0257,1.31,1150.0,15,3D,Steel,Double,PLA
123.0,0.0258,1.31,1150.0,15,3D,Steel,Double,PLA
123.0,0.0259,1.32,1160.0,15,3D,Steel,Double,PLA
124.0,0.026,1.32,1160.0,15,3D,Steel,Double,PLA
124.0,0.0261,1.33,1160.0,15,3D,Steel,Double,PLA
124.0,0.0263,1.33,1170.0,15,3D,Steel,Double,PLA
125.0,0.0264,1.34,1170.0,15,3D,Steel,Double,PLA
125.0,0.0265,1.34,1170.0,15,3D,Steel,Double,PLA
126.0,0.0266,1.35,1180.0,15,3D,Steel,Double,PLA
126.0,0.0267,1.36,1180.0,15,3D,Steel,Double,PLA
126.0,0.0268,1.36,1180.0,15,3D,Steel,Double,PLA
127.0,0.0269,1.37,1190.0,15,3D,Steel,Double,PLA
127.0,0.027,1.37,1190.0,15,3D,Steel,Double,PLA
128.0,0.0271,1.38,1190.0,15,3D,Steel,Double,PLA
128.0,0.0272,1.38,1200.0,15,3D,Steel,Double,PLA
128.0,0.0273,1.39,1200.0,15,3D,Steel,Double,PLA
129.0,0.0274,1.39,1200.0,15,3D,Steel,Double,PLA
129.0,0.0275,1.4,1210.0,15,3D,Steel,Double,PLA
129.0,0.0276,1.4,1210.0,15,3D,Steel,Double,PLA
130.0,0.0277,1.41,1210.0,15,3D,Steel,Double,PLA
130.0,0.0278,1.41,1220.0,15,3D,Steel,Double,PLA
130.0,0.0279,1.42,1220.0,15,3D,Steel,Double,PLA
131.0,0.0281,1.43,1230.0,15,3D,Steel,Double,PLA
131.0,0.0282,1.43,1230.0,15,3D,Steel,Double,PLA
132.0,0.0283,1.44,1230.0,15,3D,Steel,Double,PLA
132.0,0.0284,1.44,1230.0,15,3D,Steel,Double,PLA
132.0,0.0285,1.45,1240.0,15,3D,Steel,Double,PLA
133.0,0.0286,1.45,1240.0,15,3D,Steel,Double,PLA
133.0,0.0287,1.46,1250.0,15,3D,Steel,Double,PLA
133.0,0.0288,1.46,1250.0,15,3D,Steel,Double,PLA
134.0,0.0289,1.47,1250.0,15,3D,Steel,Double,PLA
134.0,0.029,1.47,1260.0,15,3D,Steel,Double,PLA
134.0,0.0291,1.48,1260.0,15,3D,Steel,Double,PLA
135.0,0.0292,1.48,1260.0,15,3D,Steel,Double,PLA
135.0,0.0293,1.49,1270.0,15,3D,Steel,Double,PLA
135.0,0.0294,1.49,1270.0,15,3D,Steel,Double,PLA
136.0,0.0295,1.5,1270.0,15,3D,Steel,Double,PLA
136.0,0.0296,1.51,1280.0,15,3D,Steel,Double,PLA
137.0,0.0298,1.51,1280.0,15,3D,Steel,Double,PLA
137.0,0.0299,1.52,1280.0,15,3D,Steel,Double,PLA
137.0,0.03,1.52,1280.0,15,3D,Steel,Double,PLA
138.0,0.0301,1.53,1290.0,15,3D,Steel,Double,PLA
138.0,0.0302,1.53,1290.0,15,3D,Steel,Double,PLA
138.0,0.0303,1.54,1290.0,15,3D,Steel,Double,PLA
139.0,0.0304,1.54,1300.0,15,3D,Steel,Double,PLA
139.0,0.0305,1.55,1300.0,15,3D,Steel,Double,PLA
139.0,0.0306,1.55,1310.0,15,3D,Steel,Double,PLA
140.0,0.0307,1.56,1310.0,15,3D,Steel,Double,PLA
140.0,0.0308,1.57,1310.0,15,3D,Steel,Double,PLA
140.0,0.0309,1.57,1310.0,15,3D,Steel,Double,PLA
141.0,0.031,1.58,1320.0,15,3D,Steel,Double,PLA
141.0,0.0311,1.58,1320.0,15,3D,Steel,Double,PLA
141.0,0.0312,1.59,1320.0,15,3D,Steel,Double,PLA
142.0,0.0313,1.59,1330.0,15,3D,Steel,Double,PLA
142.0,0.0314,1.6,1330.0,15,3D,Steel,Double,PLA
142.0,0.0316,1.6,1330.0,15,3D,Steel,Double,PLA
143.0,0.0317,1.61,1340.0,15,3D,Steel,Double,PLA
143.0,0.0318,1.61,1340.0,15,3D,Steel,Double,PLA
144.0,0.0319,1.62,1340.0,15,3D,Steel,Double,PLA
144.0,0.032,1.62,1350.0,15,3D,Steel,Double,PLA
144.0,0.0321,1.63,1350.0,15,3D,Steel,Double,PLA
145.0,0.0322,1.64,1350.0,15,3D,Steel,Double,PLA
145.0,0.0323,1.64,1360.0,15,3D,Steel,Double,PLA
145.0,0.0324,1.65,1360.0,15,3D,Steel,Double,PLA
146.0,0.0325,1.65,1360.0,15,3D,Steel,Double,PLA
146.0,0.0326,1.66,1370.0,15,3D,Steel,Double,PLA
146.0,0.0327,1.66,1370.0,15,3D,Steel,Double,PLA
147.0,0.0328,1.67,1370.0,15,3D,Steel,Double,PLA
147.0,0.0329,1.67,1380.0,15,3D,Steel,Double,PLA
147.0,0.033,1.68,1380.0,15,3D,Steel,Double,PLA
148.0,0.0331,1.68,1380.0,15,3D,Steel,Double,PLA
148.0,0.0333,1.69,1390.0,15,3D,Steel,Double,PLA
148.0,0.0334,1.69,1390.0,15,3D,Steel,Double,PLA
149.0,0.0335,1.7,1390.0,15,3D,Steel,Double,PLA
149.0,0.0336,1.71,1400.0,15,3D,Steel,Double,PLA
149.0,0.0337,1.71,1400.0,15,3D,Steel,Double,PLA
150.0,0.0338,1.72,1400.0,15,3D,Steel,Double,PLA
150.0,0.0339,1.72,1400.0,15,3D,Steel,Double,PLA
150.0,0.034,1.73,1410.0,15,3D,Steel,Double,PLA
151.0,0.0341,1.73,1410.0,15,3D,Steel,Double,PLA
151.0,0.0342,1.74,1410.0,15,3D,Steel,Double,PLA
151.0,0.0343,1.74,1420.0,15,3D,Steel,Double,PLA
152.0,0.0344,1.75,1420.0,15,3D,Steel,Double,PLA
152.0,0.0345,1.75,1420.0,15,3D,Steel,Double,PLA
152.0,0.0346,1.76,1430.0,15,3D,Steel,Double,PLA
153.0,0.0347,1.76,1430.0,15,3D,Steel,Double,PLA
153.0,0.0348,1.77,1430.0,15,3D,Steel,Double,PLA
153.0,0.0349,1.78,1440.0,15,3D,Steel,Double,PLA
154.0,0.035,1.78,1440.0,15,3D,Steel,Double,PLA
154.0,0.0352,1.79,1440.0,15,3D,Steel,Double,PLA
154.0,0.0353,1.79,1450.0,15,3D,Steel,Double,PLA
